gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Significance
CRMP1,826.0146350568266,0.056859399157087584,0.10582270422968015,0.5373081284492464,0.591054791627275,0.631009719671777,Not Significant
CABYR,422.19214639201056,0.05549774623787127,0.10344077945302074,0.536517092498094,0.5916012261400219,0.6315529304615723,Not Significant
SH3RF2,370.26805576148394,0.07964429052257611,0.1486668117689363,0.535723404402876,0.5921497258358381,0.6320982766790902,Not Significant
NLGN2,1906.5482211336464,-0.03653092062793052,0.06820750739497183,-0.5355850407549644,0.5922453696739673,0.6321601771418213,Not Significant
ZNF585A,501.56702160200473,0.032516404320387146,0.06080555135884304,0.5347604551514069,0.5928155112183529,0.6327285143577918,Not Significant
USP9X,12601.861827776653,0.03189706830284255,0.05967020202903918,0.5345560634656387,0.5929568722463547,0.6328391590128292,Not Significant
ZNF37A,2145.661257238334,-0.030520715943483757,0.05712094945523149,-0.5343173780296553,0.5931219710094434,0.6329348874463855,Not Significant
PDSS2,1263.6997534792636,-0.0345226376201915,0.06460715449850003,-0.5343469757825815,0.5931014970941035,0.6329348874463855,Not Significant
RNF13,3628.4097897659176,0.02554901901366003,0.047836715164615684,0.5340880728482454,0.5932806012806511,0.6330418321301385,Not Significant
AASDHPPT,2183.6954821859003,-0.030089586054667057,0.056340840185143196,-0.5340634956061862,0.5932976046423397,0.6330418321301385,Not Significant
ADRA1B,79.94320415600397,-0.08610763219394942,0.16139641273725516,-0.5335163944078987,0.5936761653980493,0.6334054950557644,Not Significant
TAF15,7910.862437965516,0.03156078842506186,0.059174203575549394,0.5333538352530136,0.5937886677470339,0.6334852665313424,Not Significant
KIAA2026,2301.754422517412,0.031544054828954574,0.05916303869628256,0.5331716477729972,0.5939147658674656,0.6335795316377335,Not Significant
ZBED3,861.9074999570709,-0.0374650786333765,0.07028242412962275,-0.5330646900323072,0.5939888006461957,0.6336182478871734,Not Significant
UFM1,4676.345921605777,-0.028799721346745022,0.05406061168240266,-0.5327302161495827,0.594220346423064,0.6338249682794586,Not Significant
NEIL2,1353.4674421507746,0.03606403984640733,0.0677404279841961,0.5323857690243868,0.5944588394879866,0.6340390722569452,Not Significant
PLK3,951.7342524715157,-0.03877959609381178,0.07293255023433916,-0.5317186354955268,0.5949208830053943,0.634491568762757,Not Significant
GLYCTK,141.64328457876803,-0.03922950249496437,0.0739191021735417,-0.5307085900862851,0.5956207324509303,0.6351806634862737,Not Significant
GATD1,3326.0796022716,-0.03341832777823958,0.06297301732493571,-0.5306769343098758,0.595642672460353,0.6351806634862737,Not Significant
SRPK3,312.1478021894451,-0.09798334242248187,0.18489266414585767,-0.529947160830486,0.596148566571707,0.6356797596294346,Not Significant
SYNJ2,3100.425402886477,0.03543221450369663,0.06689750204300522,0.5296492906554111,0.5963551126035731,0.6358596145054802,Not Significant
LARS1,7894.66219824289,-0.023060191228289853,0.04365300601394396,-0.5282612432445959,0.5973180275153567,0.6368458685334566,Not Significant
TMEM130,161.4397568424077,-0.07503063330733101,0.14227740312682435,-0.5273545317695292,0.5979474119979336,0.6374764178968253,Not Significant
UBE2L6,7401.191796800707,0.04833775338622376,0.09180382737607724,0.526533095272887,0.5985178636211377,0.6380440623870751,Not Significant
ABHD11,3229.999808370638,-0.04685719790076908,0.0890588048467565,-0.526137735414216,0.5987925116938998,0.6382963163576856,Not Significant
RUSC1,4184.683367176218,-0.035971488810841785,0.06842748841216327,-0.5256876972332029,0.5991052131667366,0.638589099596392,Not Significant
MEOX1,312.20882082141463,0.09077597341149901,0.1728611036956398,0.5251382264186522,0.5994871040445855,0.6389150268347195,Not Significant
KDELR1,13831.912223621075,0.026392142476584033,0.05025314070804763,0.5251839408388966,0.5994553275975851,0.6389150268347195,Not Significant
DENND1C,1109.6491663183037,-0.03549183289363207,0.06763460789880636,-0.524758463104189,0.5997511099475621,0.6391558200850423,Not Significant
IL1RN,902.963122938338,0.06818682734282455,0.12996541818403312,0.5246536216755053,0.59982400344504,0.6391929268652617,Not Significant
TFPT,892.359127913616,-0.05183550740505089,0.09882571495636597,-0.5245143678235727,0.5999208291981492,0.6392555303445591,Not Significant
SKIDA1,83.19778127821805,0.0803498286462924,0.15339296881654135,0.5238168950389842,0.6004059011927957,0.6397318018040526,Not Significant
PFAS,1473.8906831364247,-0.03137924725707578,0.05997161464579929,-0.5232349911271522,0.6008107340423351,0.6401225235198782,Not Significant
PEX14,1219.8828177746223,0.02818944487141113,0.0538985537397168,0.5230093001667849,0.6009677813193751,0.6402115314802126,Not Significant
CACNB4,205.45963442071,-0.07933765100229291,0.1516956842266464,-0.5230053274538492,0.6009705459016363,0.6402115314802126,Not Significant
TIMM23B,127.37974278163057,0.02692522283951523,0.051520047984695276,0.522616416186447,0.6012412142466228,0.6404592325363136,Not Significant
TBCEL,1044.493349061021,-0.02528944103132518,0.048448644005163834,-0.5219844961735098,0.6016811253093526,0.6408871728756684,Not Significant
TTC38,1560.168196631696,-0.036087211473429456,0.06914898201919235,-0.5218762506643037,0.6017564949741397,0.6409267883279951,Not Significant
ACTR5,769.9674132465829,0.0267082366749724,0.05119444079910807,0.5217018929804917,0.601877906470464,0.6410154344874802,Not Significant
HTR1B,18.481989851211818,-0.07382120815507526,0.14153903000176724,-0.5215607889509596,0.6019761703428208,0.641079418149916,Not Significant
TPGS1,107.68532914012746,-0.0689254942117908,0.13219130082293112,-0.5214071862725354,0.6020831464091408,0.641152671228459,Not Significant
GRAP,38.67939438632595,0.04647274756859606,0.08935732779843966,0.5200776334026358,0.6030094668670343,0.6420983717977782,Not Significant
PLCB1,1276.4490956181703,0.07130837890015401,0.13713815309097188,0.5199747648114448,0.6030811637578712,0.642133987262456,Not Significant
PROKR1,9.57440975806745,-0.1348449852296041,0.2594805079278921,-0.5196728891369236,0.6032915858546123,0.6423172972683429,Not Significant
SLC35B3,1876.2162921853608,0.023375507047651848,0.04498595565600766,0.5196178831099293,0.6033299312995444,0.6423173877009798,Not Significant
RRAS,2126.007742977362,-0.04193054407786315,0.08081555180406479,-0.5188425141181077,0.6038705680779024,0.642852193842221,Not Significant
TTLL5,1882.474119922963,-0.023428695459412365,0.04519840904321686,-0.5183522153846346,0.6042125479535364,0.6431754647799105,Not Significant
STAT3,19324.662358500464,0.028779757426279164,0.055546787492425045,0.5181174056232124,0.6043763568768311,0.6433090463636978,Not Significant
DAG1,12627.375801604205,-0.02733633133227065,0.052824752171674205,-0.5174909527910477,0.6048134828995555,0.6437335161933518,Not Significant
DPP4,655.3370885027415,-0.06634547748578085,0.12823720494178625,-0.5173652803482314,0.604901191642047,0.6437860533337572,Not Significant
ZDHHC12,2112.7089090970426,-0.03803166673709662,0.07355217892246917,-0.5170705653354678,0.6051069001765457,0.6439641610246497,Not Significant
PPP1R10,5843.935457932022,-0.025444900481600523,0.04926784336386808,-0.5164606109034852,0.6055327426733832,0.6443765012677964,Not Significant
ANP32A,9078.927435368374,0.023204550711567316,0.04495791188393436,0.5161394232782289,0.6057570352275504,0.6445334711243578,Not Significant
HMG20A,1386.6161023692907,-0.028960397109340893,0.05610941504017245,-0.5161414904897195,0.6057555915282835,0.6445334711243578,Not Significant
TMEM64,2359.1053195911786,-0.08009848413946119,0.15533542644501966,-0.5156485289452739,0.6060999096413162,0.6448574233511893,Not Significant
TPRG1L,4040.2707730488087,0.025605245699428035,0.04970265881280911,0.5151685304374337,0.6064352575945982,0.6451733272812493,Not Significant
SNX6,3995.5928851172866,-0.02212777232048367,0.043027396799477466,-0.514271695859425,0.6070620476554565,0.6457992304695396,Not Significant
P2RX2,27.855901166832677,-0.14455619154421315,0.28228817838298675,-0.5120873016088208,0.6085899113188031,0.6473835655316225,Not Significant
UBE4A,2299.4235726666298,0.043902600655165214,0.08576233434654018,0.5119100475713244,0.6087139658539746,0.647474501600236,Not Significant
MAPK1IP1L,5145.7779164322765,-0.02118089618196951,0.04139133550628809,-0.5117229469136543,0.6088449239417286,0.6475727688249961,Not Significant
SLC9A7,2787.817131697696,0.039111758594521435,0.07645161865949188,0.5115883650380436,0.6089391301086868,0.6476319364120771,Not Significant
S100PBP,1771.8141414586712,-0.020097999004950875,0.03934020966310468,-0.5108767639283792,0.6094373526161936,0.6481207573622613,Not Significant
THAP2,363.2484080240161,0.032396564108256455,0.06343123768555164,0.5107351722956486,0.6095365086161271,0.6481851464272846,Not Significant
CENATAC,609.0955907933068,0.037274212790182594,0.07306947195618184,0.51012018825776,0.6099672624346202,0.6486021283096277,Not Significant
AHRR,8.129760241873596,-0.08023571094735767,0.15748163292378647,-0.5094925005393353,0.6104070536746948,0.6490286666090808,Not Significant
FTSJ3,4530.393285751896,-0.03687851196762645,0.0726708855589357,-0.5074729953265559,0.6118229796352019,0.6504929817679399,Not Significant
NFRKB,2117.7396022724997,0.026103983764505522,0.05144796297475243,0.5073861481613138,0.6118839029606968,0.6505165577166854,Not Significant
GNAT2,26.414235824057503,-0.062261477964723734,0.12280522502587371,-0.506993720760708,0.6121592244264368,0.6507680508910221,Not Significant
PBXIP1,9585.281409586913,-0.03524914572815121,0.06962166531655048,-0.506295641850609,0.6126491220137639,0.651247607190975,Not Significant
CCDC15,285.4727701296534,-0.043840159758380494,0.08673316175386382,-0.5054601823785986,0.6132356581233518,0.6518298232604045,Not Significant
DNAJC15,2419.109259880369,0.04042511995756135,0.08000142663107285,0.5053049884220451,0.6133446396660724,0.6519043881427049,Not Significant
COMMD4,3148.143788699531,-0.0350930435158213,0.06950640559705608,-0.5048893438579372,0.6136365590116131,0.6521320853761449,Not Significant
AGPAT2,3312.5324330208073,-0.04740963947730961,0.09389716866460952,-0.5049102134980415,0.6136219001911983,0.6521320853761449,Not Significant
MYO1A,10.396743286343998,-0.06377473950561167,0.12656227674309717,-0.5039000652229497,0.6143316047360607,0.6528294075394979,Not Significant
PLA2G4C,543.325498922627,0.046410832683918955,0.09223523722926792,0.5031789810282177,0.6148384412586361,0.6532853007499989,Not Significant
TMEM63A,5845.484376200571,-0.03550183697426212,0.07055274637975574,-0.5031956769360992,0.6148267039380877,0.6532853007499989,Not Significant
ZNF551,572.0605072698484,0.03928383814044763,0.07811112612518496,0.5029224399797962,0.6150188035073287,0.6534355846643272,Not Significant
DCAF4L1,27.813408157434637,-0.06103789618780895,0.12160940766375591,-0.5019175519428214,0.6157255182424074,0.6541450449470659,Not Significant
BEAN1,114.10543890283972,-0.05729320560584119,0.11445918940727055,-0.5005557518145579,0.616683809948156,0.6551216731892452,Not Significant
PCDHA8,8.443583817959155,0.09546341878641043,0.1907885586456232,0.5003623878920709,0.6168199321503739,0.6552248178271626,Not Significant
LAPTM4A,24937.545209420306,0.020591792543746764,0.041171228194088,0.5001500670971883,0.616969414573334,0.6553006789736259,Not Significant
TMEM255B,329.31167761742813,-0.041397207926306696,0.08276366962175347,-0.5001857471460632,0.6169442932666686,0.6553006789736259,Not Significant
PSMA6,229.24063652726147,-0.03127831380879865,0.06292199788787056,-0.4970966412181923,0.6191209030774396,0.657544234887332,Not Significant
FAM168A,5692.682379190776,-0.030404757256390216,0.06117841024146776,-0.4969850824234292,0.6191995710091285,0.657586184090413,Not Significant
ALDH3B1,1011.4791282421537,-0.04825835532879259,0.09725750856168279,-0.4961915644609189,0.6197592619963387,0.6581389392367977,Not Significant
MYH10,5353.872318982873,0.03456383880048623,0.06975455074735683,0.49550657885637583,0.6202425792628317,0.6586105262912345,Not Significant
C12orf75,1006.9242091888772,0.05068532636764768,0.10261619204800083,0.49393107808890996,0.6213548552767244,0.6597498773250048,Not Significant
ZNF790,354.55307635635813,-0.02504172402143771,0.05075019547469725,-0.49343108508661554,0.6217080227020617,0.6600831194739573,Not Significant
AP000356.5,4.956295995061615,-0.06432666885809579,0.13052051033184783,-0.4928472061176095,0.6221205528316937,0.6604793423726348,Not Significant
H1-4,30.256490453760648,-0.06813423724085069,0.1384364570311468,-0.4921697557278657,0.622599343103486,0.6609458563311826,Not Significant
NKX2-8,7.667868837396043,0.1148154769500688,0.23350234332495384,0.4917101700786175,0.6229242476701524,0.6612489579441365,Not Significant
CDRT15,3.9911362289415417,0.0844767503522284,0.17201417402639707,0.49110342697262094,0.6233532978138883,0.6616625672546508,Not Significant
LYG2,7.064038358767181,-0.06350165538068446,0.12932519473758286,-0.49102307952860486,0.6234101240071755,0.6616810496195527,Not Significant
FLVCR1,1676.434168544655,-0.035941725202762426,0.07324705208638951,-0.49069176409136306,0.6236444724415876,0.6618879380041328,Not Significant
PIBF1,1198.993327406745,0.027514468100713733,0.05607962960530146,0.49063212960509045,0.6236866575851032,0.661890865891568,Not Significant
CNR1,147.28767914876602,-0.09765534744477632,0.19975994334023048,-0.4888635119326704,0.6249383297005269,0.6631772869160837,Not Significant
MYH7B,78.02771307544988,0.052272433986204646,0.1069992872482275,0.48853067464774697,0.6251740038093849,0.6633854481987204,Not Significant
NCKAP5L,1528.8955921636027,0.02805089594634547,0.05746769440443838,0.4881159099394638,0.6254677423971228,0.6636551927292944,Not Significant
S100A16,13699.073972286234,-0.05579732555972668,0.1143521663369465,-0.4879428816006514,0.6255902995763256,0.6637432818863271,Not Significant
CLUL1,135.691890145575,0.06744285211662887,0.1384458019163518,0.48714263042354633,0.6261572576219118,0.6643028337308301,Not Significant
H1-10,4118.48121374791,-0.04162020806490533,0.08553246549312722,-0.48660129022294624,0.6265409090507621,0.6646678534688274,Not Significant
YJEFN3,144.34601657950236,0.0670905594721333,0.13795316912214559,0.48632851205274175,0.6267342670707845,0.66483096648454,Not Significant
ATP1A3,24.76522621491157,-0.09702795365269395,0.19961235386557505,-0.48608190712502436,0.6269090943421394,0.6649744029706095,Not Significant
ENC1,4752.350453019327,-0.04010918506957849,0.08252716752007198,-0.4860118949293063,0.626958732373619,0.6649850391134897,Not Significant
SFSWAP,2695.7866922840053,-0.0220743356977278,0.04543015060041104,-0.48589615940053865,0.6270407915501806,0.6650060105407062,Not Significant
FBXO44,1135.3727512020646,-0.039323824346826325,0.08094379642087458,-0.485816407008618,0.6270973405331141,0.6650060105407062,Not Significant
AC090360.1,55.799417112171206,0.05393096050635308,0.11101032627843402,0.4858193135211985,0.627095279611873,0.6650060105407062,Not Significant
PLA2G2A,717.9941054172583,-0.11876850229519968,0.24495188122108894,-0.48486462607732117,0.6277723763855142,0.6656798038630629,Not Significant
EVI5,1151.902614819991,-0.025348027927349963,0.05229819110119039,-0.48468268966138295,0.6279014474525184,0.6657746162971565,Not Significant
PKIA,510.5594625136458,-0.08987316324494188,0.1856137673337627,-0.48419448910454915,0.6282478475869799,0.6660998399198066,Not Significant
WBP2,8891.894347988657,0.03211187684684711,0.06634243604076502,0.48403222376572863,0.6283630002399065,0.6661798577851311,Not Significant
MNT,1259.9300199788624,-0.02161075917054905,0.044684001283018894,-0.48363527325297323,0.6286447368743464,0.6664364639205941,Not Significant
CTAGE4,12.760619783291242,0.07424811230692946,0.15372275283970832,0.48300014757314663,0.6290956314386638,0.6668723533871495,Not Significant
