gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Significance
ITGBL1,1352.286266924173,-1.083055680684669,0.12169334494274228,-8.899876005497717,5.59091111531737e-19,2.9049896565753023e-18,Downregulated
FGF14,117.52355827686138,-1.3116169507099409,0.14738767802788466,-8.899095014318583,5.630387980455389e-19,2.924596330937038e-18,Downregulated
OSBPL6,774.1328390358894,-1.1035493826739065,0.12418159955396521,-8.886577291946868,6.302021717164621e-19,3.2623601784693077e-18,Downregulated
RIMS1,213.7517211407914,-1.9544849464106577,0.22022080074367403,-8.875115065472768,6.986114943086685e-19,3.6064851680362626e-18,Downregulated
PIFO,574.0549783497434,-1.1759923010729048,0.13253119163082794,-8.873324736630213,7.099393023694446e-19,3.661585563188398e-18,Downregulated
HSPB1,32329.144749666146,-1.0890125651813995,0.12276054702580964,-8.871030567764098,7.247205576988505e-19,3.7366734406168e-18,Downregulated
SPPL2C,3.5892538061658903,-2.9670672069175894,0.3347267515401717,-8.864147228344555,7.709183061722122e-19,3.9712109616505364e-18,Downregulated
LUZP2,93.52321838049025,-1.776424805848918,0.2006861056530395,-8.851757823833246,8.615148312255704e-19,4.424322724568637e-18,Downregulated
TPPP3,1117.8885225918584,-1.1909963441341798,0.13465437640373906,-8.844839476759171,9.165997976869533e-19,4.705772906290083e-18,Downregulated
CYP4F11,412.94543848870836,-1.6594819796679867,0.18771417089042924,-8.840472574852349,9.53145831720836e-19,4.887419738219118e-18,Downregulated
HUS1B,27.71687395853199,-2.103183471530084,0.2379172298035064,-8.839979657072686,9.573603247954713e-19,4.90753133821874e-18,Downregulated
CCNP,480.17041432037246,-1.487606870413171,0.16892272452828028,-8.80643427086166,1.2918980078771693e-18,6.5882089174489414e-18,Downregulated
ATP8B3,188.38490769777042,-1.0546552983456983,0.1200593045764196,-8.78445283409412,1.5712749196905286e-18,7.976584019281703e-18,Downregulated
PIP,15633.59701786237,-2.4986717399567313,0.2849728376510283,-8.768104920289112,1.8169848160120575e-18,9.179518835753964e-18,Downregulated
PLCL1,875.6802298893261,-1.1824736945193952,0.1349010296563874,-8.76549050464128,1.8596520584722213e-18,9.383780810830073e-18,Downregulated
ZNF804B,7.584707851429096,-4.124451955526675,0.4719217029720498,-8.739695440052587,2.337396937589852e-18,1.1745052316150386e-17,Downregulated
GRIK4,162.47039736357948,-1.3798456281166873,0.15799644314972172,-8.733396781654813,2.471362466741002e-18,1.2377456172925998e-17,Downregulated
CDK15,74.17706545771176,-1.0625934125825502,0.12174201984381118,-8.728238729288407,2.5866919880985267e-18,1.2931919325848144e-17,Downregulated
CAMK2B,451.45414279082166,-1.635028091827674,0.18757840362104766,-8.716504993457637,2.869213202670936e-18,1.4280566631022733e-17,Downregulated
ACSM5,82.89333595328486,-1.0388169339551607,0.11958592669660059,-8.686782488969001,3.728490450404624e-18,1.841538619634976e-17,Downregulated
ANKFN1,54.71354370731473,-2.0613152757551516,0.23739701036112829,-8.682987509486658,3.855067379994936e-18,1.9029365238269623e-17,Downregulated
ZG16B,5209.935252573448,-1.2387909903759555,0.1428275917769751,-8.673331076745482,4.1965951386710226e-18,2.0672664080988594e-17,Downregulated
CALY,14.310364974671854,-2.0680195243769464,0.2384405673636808,-8.673102682324629,4.205024438691815e-18,2.0708110964141447e-17,Downregulated
GCNT4,244.52130731036814,-1.2272533525513114,0.141520403206249,-8.67191814570184,4.249010723740092e-18,2.0916985244785755e-17,Downregulated
RNF223,219.71543362495424,-1.2039384645840716,0.1388322474825269,-8.671893500359824,4.249930704667871e-18,2.0916985244785755e-17,Downregulated
GSTM2,449.79693114797936,-1.1880867759913065,0.13704112534183915,-8.669563775309857,4.3377902793979716e-18,2.1343148654904204e-17,Downregulated
HNF1A,9.209771436052861,-2.037228806676333,0.23516804799476448,-8.66286395642357,4.600573128744357e-18,2.257656290130379e-17,Downregulated
NR4A2,1708.2853201768412,-1.1661538457800833,0.13466966533534058,-8.659365439694579,4.743976759633737e-18,2.3253104187074798e-17,Downregulated
HPN,2447.808860696612,-1.2911836655422895,0.14919627661444798,-8.654261988581375,4.96111315808658e-18,2.4289054446765093e-17,Downregulated
TMEM101,3060.7230764275905,-1.025218328560335,0.11862021441741574,-8.642863559095144,5.4821372830879974e-18,2.6754104857116657e-17,Downregulated
SYT13,3335.3319753002174,-2.212892026275448,0.25624443644133743,-8.6358636972087,5.828497431317357e-18,2.837842658844425e-17,Downregulated
GRIK3,1427.790523879338,-1.7366583641958895,0.20109933538155786,-8.635823489425379,5.830548063966699e-18,2.838018002257841e-17,Downregulated
SPATA46,41.260486896628166,-1.6875610010773716,0.19588942548968918,-8.614865232560488,7.002391359970582e-18,3.393653179884126e-17,Downregulated
DNAH9,43.985111418457,-1.5468081628674244,0.17957982609130896,-8.613485136581744,7.087241964989952e-18,3.4327933672317166e-17,Downregulated
MMP17,470.2418886851916,-1.1313476260132305,0.13136028793856136,-8.612554401086378,7.14503729885635e-18,3.4587914121453404e-17,Downregulated
CFD,1950.1570226949332,-1.5383523560462864,0.178747468531155,-8.606288909642137,7.54639230225673e-18,3.641530151488531e-17,Downregulated
IGSF9B,549.6693216355103,-1.3175414118482105,0.15314087015386632,-8.603460399071963,7.734794878190383e-18,3.7292285012940887e-17,Downregulated
FOXD2,138.2155957500866,-1.206069783777111,0.1405385910741118,-8.581769424037423,9.342476564443885e-18,4.479905643070092e-17,Downregulated
ST6GALNAC2,649.4827204919529,-1.0962311947127226,0.12775735487618328,-8.58057209915735,9.44024371550012e-18,4.5254943316909205e-17,Downregulated
MYOG,4.489446020816182,-2.813441083371693,0.3279700718080789,-8.578347005448896,9.624622310583323e-18,4.6086183499735545e-17,Downregulated
PPP1R36,91.62104501209595,-1.226012285488891,0.14293085042663034,-8.57766032895908,9.682236926816739e-18,4.634884332118603e-17,Downregulated
TIMP4,241.73875638403592,-1.716061048272368,0.20018773271998533,-8.572258774081458,1.0147475200795776e-17,4.846538084522319e-17,Downregulated
IL20RA,1243.0925619866575,-1.349821255849855,0.15818907096666057,-8.532961522571549,1.4264814176664467e-17,6.751556255930169e-17,Downregulated
GATA1,7.610762788926402,-1.3386803617086869,0.15709344020831217,-8.521554814341982,1.5742547663965283e-17,7.43002221486222e-17,Downregulated
PAX2,116.95187205147431,-1.9488588788323529,0.22871411813960524,-8.520938255515933,1.5826589830837602e-17,7.46758825407818e-17,Downregulated
RUNDC3A,96.02662698845299,-1.6898941759209407,0.1983352163073478,-8.520393944070005,1.590115191538898e-17,7.498554448189613e-17,Downregulated
GPRC5C,2730.75954024404,-1.0726549525507905,0.12590527332321816,-8.519539525537748,1.6018893445258824e-17,7.551956842432046e-17,Downregulated
CCDC154,99.95775381527946,-1.1981393290753606,0.14072567227407753,-8.514006788625338,1.6802417427000854e-17,7.912453962538299e-17,Downregulated
GPR39,190.29907317604247,-1.1127328225079114,0.13074970834135177,-8.510403859585445,1.7332857170817256e-17,8.153096278612498e-17,Downregulated
RIIAD1,54.132025478481616,-1.5990754609308144,0.18800463366474565,-8.505510900238363,1.8079763248724324e-17,8.4972862659458e-17,Downregulated
ABCC6,296.9741466002029,-1.2691375082662004,0.1492751255153942,-8.502002620224351,1.8634760559044828e-17,8.748332222182455e-17,Downregulated
SMIM1,167.72539528101248,-1.0245556939782956,0.12054345652204293,-8.49947167220099,1.904555266938567e-17,8.931007008619188e-17,Downregulated
AL117339.4,31.57058038295477,-1.2255365124524145,0.14437010498625397,-8.488852401742747,2.0868756495916152e-17,9.775242300598224e-17,Downregulated
HS6ST3,810.1039779881092,-1.8800152242639374,0.22167061047774236,-8.481120795454782,2.2303490855094092e-17,1.0429832993741494e-16,Downregulated
REEP6,4312.768658370306,-1.3281138948073998,0.15696758187044063,-8.461071254213568,2.6493245829178432e-17,1.2323873953456567e-16,Downregulated
IGSF21,762.252438058027,-1.509177802879938,0.1789211638469514,-8.434875843815123,3.315545932184781e-17,1.5346397879657598e-16,Downregulated
CACNG8,42.38249078214412,-1.2389862320507727,0.14700871106090108,-8.427978336178322,3.516881480332704e-17,1.6238010531305126e-16,Downregulated
CLGN,1311.8431778022325,-1.5039608023850526,0.1784482212759731,-8.427995480320046,3.516366396282707e-17,1.6238010531305126e-16,Downregulated
GABRA2,36.15926062365484,-2.004055854096626,0.2379055192622424,-8.423746789529345,3.6463185804910753e-17,1.6821763212224284e-16,Downregulated
TMEM244,7.763781144402804,-1.3006380457100581,0.15443604712415251,-8.421855324129499,3.7056849980555736e-17,1.7086250960548467e-16,Downregulated
CA14,120.99687567073522,-1.1813879953579751,0.14033491713502305,-8.418346762704141,3.8183418389878784e-17,1.7596026020567803e-16,Downregulated
RDH16,209.12289256384415,-1.489476552294644,0.17707195404047946,-8.411702239159471,4.041026782371903e-17,1.8581418138170232e-16,Downregulated
SHC2,1210.1554154581656,-1.0800639384076443,0.12858393414274455,-8.399680299162691,4.476958277960478e-17,2.0501684552755182e-16,Downregulated
ITIH2,46.420441167308,-1.5184792107790448,0.18079804725445475,-8.398758912710715,4.512221373454202e-17,2.0657532701813238e-16,Downregulated
LY6G6C,115.91871610632337,-1.8282671711389695,0.21779618467246675,-8.394394850802428,4.682998946812364e-17,2.1404352387445132e-16,Downregulated
SMIM33,8.154190775580513,-1.7669287498725534,0.21069149643031582,-8.386331578678345,5.015474132747228e-17,2.2905271964243873e-16,Downregulated
TMEM145,267.21688392830856,-1.5998895833016855,0.19078657281878872,-8.38575566227755,5.0400926678262314e-17,2.301144294464693e-16,Downregulated
SFTPA2,88.80543620168189,-1.9809845746816162,0.23640630193257936,-8.37957600320897,5.311870602482676e-17,2.4219360041955236e-16,Downregulated
CCDC175,5.587807642532908,-2.7652436281081103,0.3300162156574122,-8.379114409877037,5.332741835246913e-17,2.4307920154799126e-16,Downregulated
SEZ6,32.47088960276759,-2.1959363490680137,0.2626642932783557,-8.360239306455307,6.259116222127759e-17,2.8338199335782314e-16,Downregulated
ZMAT4,134.06438630394948,-2.0562610253254965,0.24599893735118,-8.358820763481779,6.33482696549476e-17,2.866551889399624e-16,Downregulated
CHRNA6,54.9817452872439,-1.2667792501614332,0.15155100631837873,-8.358765018690674,6.337820559377387e-17,2.8671336984863264e-16,Downregulated
DOC2A,231.68610547873968,-1.345155814274404,0.1612325789670312,-8.342952912447437,7.24580234970937e-17,3.259446137377302e-16,Downregulated
H4-16,198.01643961457717,-1.145820044483477,0.13754537411237822,-8.33048767999505,8.051001303132196e-17,3.606195567688989e-16,Downregulated
LMNTD2,189.08315067806936,-1.074435837655705,0.12898337162318982,-8.330033741051107,8.081931764037125e-17,3.6181192121241404e-16,Downregulated
ELFN2,68.0246588297751,-1.822982740951479,0.21928783499398571,-8.313195946329976,9.31585075602681e-17,4.1516990308515554e-16,Downregulated
FAIM2,624.796505959379,-1.6426175312712172,0.1976319909639684,-8.311496146242304,9.450291787897442e-17,4.207146606608917e-16,Downregulated
P2RY4,10.796607140801529,-1.7325819655366872,0.20855874617635484,-8.307404974863227,9.781765897099941e-17,4.3501002882255315e-16,Downregulated
ATRNL1,539.3606345461723,-1.8938583503633004,0.22854951701183404,-8.286424644971962,1.1670357677128607e-16,5.158556205466958e-16,Downregulated
FLT3,433.94429198079854,-1.5640647417734517,0.1891000473347244,-8.271096511175982,1.3273254685036594e-16,5.850128633562467e-16,Downregulated
TTC16,52.704974248729265,-1.0037428850263106,0.12135739348967135,-8.270966079308044,1.3287785501379648e-16,5.854995879190591e-16,Downregulated
RSPH4A,76.48865289188572,-1.1754653816566605,0.14222272996450666,-8.264961458340812,1.3973988371652042e-16,6.147676016333713e-16,Downregulated
PDZRN4,110.84542079803522,-1.6571324273997348,0.2005645645899971,-8.262339016801485,1.4284531457376965e-16,6.277715028964516e-16,Downregulated
TNN,715.9167069997897,-1.3670586913063643,0.16549126346250675,-8.2606094285822,1.4493058514123353e-16,6.367690822693086e-16,Downregulated
RFX6,17.023710960205673,-2.589794210012917,0.3136248982768579,-8.257616739748547,1.486098314158885e-16,6.522514640025976e-16,Downregulated
FAXDC2,1572.7996158853298,-1.1598967015796053,0.14075315458489174,-8.240644445947693,1.712855369889448e-16,7.498152790014095e-16,Downregulated
RTN1,1246.7966747207224,-1.2742778917621704,0.1550710908299861,-8.217378783768531,2.07999301165886e-16,9.051042685258928e-16,Downregulated
CALCR,30.217906820803236,-1.4302247586149976,0.17448488070727314,-8.196840624915994,2.467872934538414e-16,1.0694540739553664e-15,Downregulated
LGALS9C,32.14492094283008,-1.8177739952489134,0.2218715342163678,-8.192912180776787,2.5498022197902547e-16,1.1032494759236802e-15,Downregulated
SPATA18,765.5296086523978,-1.1025807111742902,0.13473402398358783,-8.183387377405111,2.759741984515432e-16,1.1916293322028055e-15,Downregulated
GDAP1,1658.8571772432551,-1.1534563460787672,0.1412298164307882,-8.167229663178357,3.1555182552524507e-16,1.3579810425321234e-15,Downregulated
C20orf204,147.57282212842338,-1.1471841401636813,0.14047600679365227,-8.166406252199357,3.17712087038262e-16,1.3669273493588783e-15,Downregulated
TEKT2,93.80787575325859,-1.3164204700628073,0.1613779151151643,-8.157376857442783,3.423788423676216e-16,1.470415964611827e-15,Downregulated
MS4A15,231.44087544772492,-2.037726552183108,0.24990063755121955,-8.154147072815915,3.5165272711750827e-16,1.5087007367361944e-15,Downregulated
SLC5A7,15.092529777526567,-2.8764206613638565,0.35343390634326655,-8.138496646018401,4.0021613303326877e-16,1.7100606875445447e-15,Downregulated
ZNF486,1282.0717428461999,-1.2056239949750207,0.1482162884424655,-8.134220655802071,4.145967947940653e-16,1.7697053117220362e-15,Downregulated
C1orf194,33.7548125370661,-1.3754508451949197,0.16918937631148556,-8.129652553731567,4.3052263586095866e-16,1.8344197997040036e-15,Downregulated
LRP2,7504.832653437906,-1.868323653393377,0.22986509277424058,-8.127913772572377,4.367417020680931e-16,1.859974554621803e-15,Downregulated
HTR2B,63.36890676092008,-1.0192201865175596,0.12556518906467817,-8.117060103278808,4.776122670735434e-16,2.0304266243683582e-15,Downregulated
C16orf74,315.05330413168474,-1.0196735018368261,0.12572919369156416,-8.110077476025694,5.058749620000257e-16,2.147314503680514e-15,Downregulated
BNIPL,2070.7642956349105,-1.1324981249096393,0.139922742897458,-8.093738740810615,5.786072287142205e-16,2.4486156177601043e-15,Downregulated
GRP,299.94251441687857,-1.4542629548700365,0.17971044421001553,-8.092256191690991,5.856955599128467e-16,2.4773638346729325e-15,Downregulated
WDR38,16.648572473656913,-1.9038590570597913,0.23530989243840555,-8.090858558180436,5.924562189135963e-16,2.5053287161515e-15,Downregulated
SLC26A5,21.714839125418102,-1.739455571610001,0.2150679590458909,-8.087934526959632,6.068500973265384e-16,2.5642586040568653e-15,Downregulated
SKAP1,991.778376209241,-1.055052053696552,0.13061060910678826,-8.07784345323689,6.592215693178775e-16,2.7792595946028446e-15,Downregulated
OGN,1450.6466377821962,-1.5364729651672133,0.19023924798491962,-8.076529850922299,6.663585568747701e-16,2.807233990668416e-15,Downregulated
DQX1,146.0115263927882,-1.5832354473515617,0.19604977748085484,-8.075680919893784,6.710113631528191e-16,2.825590499835329e-15,Downregulated
ZNF214,144.71069438168905,-1.0985953419977537,0.1361032381563466,-8.071779605535605,6.928085099504083e-16,2.9135444050720076e-15,Downregulated
KERA,72.21411326714859,-1.450544794857562,0.17979724620689103,-8.067669697167851,7.165257670108516e-16,3.0087630256573726e-15,Downregulated
COL10A1,10099.762472752263,-1.2374235159249665,0.15344685736808514,-8.064182852286512,7.372733849249093e-16,3.09279000152908e-15,Downregulated
MPPED1,18.498583703313603,-2.1071271061850583,0.26190576580867875,-8.045363566849868,8.598975299251213e-16,3.59371663738684e-15,Downregulated
NKX3-1,1039.5956538087837,-1.372046300504994,0.17077877073289757,-8.034056543543754,9.430170182966377e-16,3.929354604905425e-15,Downregulated
C19orf18,74.97053363506355,-1.0078482131282611,0.12558364037379424,-8.025314524475041,1.0126614986563396e-15,4.210143942407784e-15,Downregulated
HTR1F,36.535290800887836,-1.1501718041137576,0.14336140213362303,-8.022883335374438,1.0329144254011843e-15,4.292219646939377e-15,Downregulated
PTHLH,559.74445068404,-1.5075398983343657,0.18823893470108305,-8.008650817793287,1.1597367701915597e-15,4.787229136458299e-15,Downregulated
CA2,3655.2837010651533,-1.5117160301602108,0.1893033696526726,-7.985679456915405,1.3975039450936837e-15,5.746092635374176e-15,Downregulated
NHLH2,12.689642989942007,-1.9193257871631768,0.2404178448088193,-7.983291709021965,1.4248164746416296e-15,5.852659402075771e-15,Downregulated
ASIC2,49.76227091894148,-2.088567502150913,0.2616969489064645,-7.980863020674371,1.453136587762724e-15,5.9675286290021056e-15,Downregulated
SLC34A3,21.57292897092182,-1.1816271474721884,0.14810854580993116,-7.978115921741475,1.4858381895040014e-15,6.097348209580341e-15,Downregulated
NTNG1,229.74787071862892,-2.1567683838077665,0.27076023831012175,-7.965602325026246,1.6442091244488309e-15,6.732434824694384e-15,Downregulated
AGXT,12.446370044914657,-2.415873858998484,0.3033861735327264,-7.963032167442799,1.6787379617814188e-15,6.870466334077635e-15,Downregulated
CCKAR,5.325536572978646,-1.9802601973462834,0.24927873230343847,-7.943959675371667,1.9582727854040254e-15,7.971746731659258e-15,Downregulated
OR2C1,5.778176562922485,-1.2214575017877871,0.1543001274753195,-7.916114664151272,2.4504764104004035e-15,9.896222751455851e-15,Downregulated
TPSB2,1078.0384233805698,-1.3690587199593913,0.17321826267706256,-7.903662690069695,2.7082527955695947e-15,1.0908384820542791e-14,Downregulated
NOS1AP,409.18163535598103,-1.0548400891972727,0.1335766428131016,-7.896890257027861,2.859479283893833e-15,1.1509215588110685e-14,Downregulated
LRTM2,78.60988387313063,-2.1004503035322655,0.2663554994762238,-7.885890502214925,3.1230036545201673e-15,1.253682098328182e-14,Downregulated
TMPRSS7,4.9821155010079545,-1.6839445008265872,0.21377162363125965,-7.877306034458848,3.3451489315181345e-15,1.3386975032735743e-14,Downregulated
RLN1,18.77287897228555,-1.0643540690462514,0.13515908788514344,-7.874824295579195,3.4122204130052977e-15,1.3645630370065016e-14,Downregulated
PRND,240.59141571169704,-1.2710509818881515,0.1614210066259947,-7.8741361391279145,3.4310518533641325e-15,1.371113985105381e-14,Downregulated
DCLK1,2792.1271251647886,-1.2927091970667135,0.16430616820644503,-7.867685134269999,3.612634247529036e-15,1.441961572694186e-14,Downregulated
UGT2B17,97.32828238429595,-2.5969821289481745,0.3304829139828428,-7.8581433988535885,3.898688295060323e-15,1.551711216156299e-14,Downregulated
AP001931.1,16.00834078053669,-1.0279912729339777,0.13086126187134908,-7.855581233387505,3.979224892892987e-15,1.5830148697129732e-14,Downregulated
MAOA,1505.7619747583137,-1.330295682979337,0.16939178927341572,-7.853365789956344,4.050181814836707e-15,1.6100983260118075e-14,Downregulated
SLC18A2,53.91600581446798,-1.2307330316582785,0.15674459435318552,-7.851837166933638,4.0998658324377436e-15,1.6290780495849665e-14,Downregulated
FGF16,21.53727604075347,-1.5466667317234188,0.1970091550357391,-7.8507353195989324,4.13605024520191e-15,1.643067002282292e-14,Downregulated
PIWIL2,79.21510971336643,-1.305373250249313,0.16631008415035356,-7.8490324679842205,4.192590794061923e-15,1.6639530555723776e-14,Downregulated
APOBEC4,7.7169352285900725,-2.9279870424873042,0.37312049791051755,-7.847296138604264,4.251026348965214e-15,1.6859492167830855e-14,Downregulated
NAT2,47.34472692577423,-1.596278376516603,0.20346849925838617,-7.845334203254123,4.3180198278521084e-15,1.7121142387808502e-14,Downregulated
NR2F1,1277.5572695693027,-1.2649627615857293,0.16136915587462752,-7.8389377122881925,4.543738529687865e-15,1.800762097176579e-14,Downregulated
NAT8,6.526228427394275,-1.4625317368773179,0.186742265581089,-7.831819606163253,4.808591506334721e-15,1.90303239529343e-14,Downregulated
TCAP,50.62202078943124,-1.5473927211197536,0.19809022442534183,-7.8115551921288775,5.648660432916114e-15,2.2250049588877456e-14,Downregulated
TMEM210,15.07751758314067,-1.320229349914743,0.16915449258189577,-7.804873106019085,5.956144335897167e-15,2.3439229046188853e-14,Downregulated
TRIM58,529.1718803543256,-1.4328596911543905,0.18366527621575368,-7.801472987584186,6.118870588405697e-15,2.4045314792908125e-14,Downregulated
LHFPL4,14.74122897666885,-2.0685871610809037,0.26528417656739095,-7.79762738904035,6.308194544198319e-15,2.4766597289055516e-14,Downregulated
GUCY1A2,1038.4767425651578,-1.0973892683402389,0.1408600847620213,-7.790633309601109,6.667415209007385e-15,2.6134150485364458e-14,Downregulated
ZNF385D,535.1303085030896,-1.2589807954728756,0.16174291727974063,-7.783838802013317,7.03563928165462e-15,2.753889304276469e-14,Downregulated
DCD,526.9023489662554,-3.7464273441595357,0.48189162972532645,-7.774418796804922,7.579459266374352e-15,2.9605389056280275e-14,Downregulated
ABCC11,3710.958789109589,-1.762682916555753,0.2269639814769558,-7.766355282830296,8.077677384232687e-15,3.147819125499033e-14,Downregulated
PHF21B,88.25798049125014,-1.9566442987249972,0.2526852610314741,-7.743404940746744,9.678915802344486e-15,3.751781078036464e-14,Downregulated
CFB,473.5553782749929,-1.20358436653767,0.15597511321028515,-7.716515422014803,1.195531175080434e-14,4.606513051928007e-14,Downregulated
AKAP14,8.40111149391154,-2.296923097431369,0.29782760639874456,-7.71225718530655,1.2361170984387439e-14,4.757435545297944e-14,Downregulated
GCSAML,34.45336614902622,-1.2859575854307845,0.16710289637430198,-7.695603208159272,1.4082820420790994e-14,5.412600485902912e-14,Downregulated
CCDC160,325.34461235048303,-1.155588143313637,0.15017055578796484,-7.695171248785175,1.413047932407814e-14,5.4284321943392176e-14,Downregulated
GLDN,205.62521667147416,-1.2410226644511484,0.16132652931325808,-7.692613668278792,1.4415930790245994e-14,5.536825580110953e-14,Downregulated
COMP,8993.97424281856,-1.2402816869598063,0.1615532269663849,-7.677232514939965,1.625622137682328e-14,6.230809234568703e-14,Downregulated
PLAC1,90.81221448919788,-1.3596867802129609,0.1771640913621062,-7.674731204044578,1.6576588097108534e-14,6.35070198480735e-14,Downregulated
DRC1,24.865166914057447,-1.5028451212956326,0.19605945475852035,-7.665251967300608,1.7848046515209354e-14,6.828464104314827e-14,Downregulated
HOXB4,404.77479715280896,-1.1380335759015667,0.1484894973881328,-7.6640678022290745,1.8013471989492587e-14,6.887045496688717e-14,Downregulated
SMIM6,11.43214404210407,-1.4297923723837327,0.1865875385051387,-7.66285028377903,1.8185129467750008e-14,6.951091837536137e-14,Downregulated
AC244197.3,30.620206840191933,-1.0207832880746193,0.13321796986357592,-7.662504458820153,1.8234179976127217e-14,6.968254346442607e-14,Downregulated
COL4A5,3175.84622917243,-1.0143206128287925,0.13244682888307455,-7.65832312772279,1.8837644322169998e-14,7.197231972703458e-14,Downregulated
LRRC26,175.09474399434632,-1.6439919407376182,0.2147847794864871,-7.654136129515861,1.946160361158548e-14,7.430552682085445e-14,Downregulated
FPGT-TNNI3K,30.059045867823386,-1.037123120607873,0.13583582064745076,-7.6351224269453155,2.2560593914080947e-14,8.568942321936447e-14,Downregulated
SYCE3,55.73987057302149,-1.131828400909175,0.14839517652529322,-7.627123922833574,2.400488182973823e-14,9.103093656147401e-14,Downregulated
STPG3,17.745725119632397,-1.2232369667688823,0.1606729042057808,-7.613212525257086,2.673656093037404e-14,1.0104758777557844e-13,Downregulated
PDE11A,85.09745629431366,-1.0771305009536163,0.1414957406750797,-7.612458833139429,2.6892986691043284e-14,1.0159303793187099e-13,Downregulated
SHANK1,92.4954574993195,-1.0195026970582937,0.13425557037438343,-7.593745974303494,3.1078738364638513e-14,1.168271069560124e-13,Downregulated
GSTM5,213.93952695042793,-1.2814507256787968,0.1689828438848521,-7.583318496829182,3.368266292493706e-14,1.2630434335131635e-13,Downregulated
FAM183A,81.64110434266827,-1.1993422487156384,0.15838570073452313,-7.572288679808955,3.6670543768669556e-14,1.3729373077351125e-13,Downregulated
DNAJC22,1159.1655428017502,-1.0897989392400886,0.14450108372004014,-7.541804609240795,4.635118876246908e-14,1.7234634705300794e-13,Downregulated
RAB44,20.532335444846442,-1.1418269255212843,0.15143084117271918,-7.540253469363865,4.690588532072247e-14,1.7425448169158858e-13,Downregulated
CNTNAP2,2532.2697784413726,-1.6783046242714987,0.22269986446251125,-7.53617263451016,4.839657976158331e-14,1.7947465894355216e-13,Downregulated
GATA4,59.789818255392056,-2.8108417024820103,0.37341234099118337,-7.527447258494268,5.1741897118946374e-14,1.9154199974263985e-13,Downregulated
GRIK1,44.13437112188645,-1.3977523925055355,0.18592666044617093,-7.5177620527972095,5.5721794978937875e-14,2.0609330119110135e-13,Downregulated
SIGLEC6,80.09475000288866,-1.1657839018623817,0.15522639800820665,-7.510216798309963,5.902952312991946e-14,2.1799112061264583e-13,Downregulated
HSH2D,1274.4610994519728,-1.118144882654963,0.1488990575876359,-7.509415444062623,5.93919654208515e-14,2.1918723621111628e-13,Downregulated
GAD1,139.27066793706615,-1.7528716347537605,0.23388212481980186,-7.494679792670294,6.646040995929439e-14,2.4393033720958336e-13,Downregulated
GAL3ST2,50.32188442918504,-1.7589946115788253,0.2347564417024847,-7.492849179440464,6.739432985199931e-14,2.472500020881478e-13,Downregulated
C14orf132,1643.1606734271363,-1.015331794204508,0.13552436628733672,-7.491876346809966,6.789587523802036e-14,2.4892682976542605e-13,Downregulated
ENTPD3,393.30237977098056,-1.1790363566770914,0.1576134013259609,-7.480559056261476,7.40071015027611e-14,2.704464997884966e-13,Downregulated
MYOCD,38.18171205131312,-1.1283589574768882,0.150940555938033,-7.475518759452058,7.689988710827457e-14,2.804073207588431e-13,Downregulated
MT1A,101.21393472442482,-1.6372835927289189,0.21964954753080215,-7.454072230671531,9.050240869540784e-14,3.2858011184656287e-13,Downregulated
PYDC1,334.11634581822534,-2.2194880555129735,0.29784739055801157,-7.451762633725962,9.210132451678149e-14,3.3416836740603577e-13,Downregulated
PPP1R42,18.44775880480184,-1.2783135617890122,0.17165545005769428,-7.44697334899279,9.550590315043759e-14,3.4637137655855393e-13,Downregulated
GPR162,258.5114831848674,-1.1425835586461581,0.15357850856337288,-7.4397359977921695,1.0088671562521707e-13,3.654911916090082e-13,Downregulated
GPM6A,99.18604436296107,-1.7064797071332227,0.23001580567904065,-7.4189671535633925,1.1803717845660578e-13,4.2560312541441104e-13,Downregulated
ZNF676,73.1189204316029,-1.5279457225414335,0.2063649098341044,-7.404096577125155,1.320463027391608e-13,4.743833362689988e-13,Downregulated
CLCNKA,47.884294376846356,-1.0850687540219182,0.14660103535251248,-7.401508123137017,1.3464644002838566e-13,4.832074466003717e-13,Downregulated
TFPI2,865.7797727185372,-1.73095296967846,0.2343643794818926,-7.385734016001337,1.5161461662807964e-13,5.420157972640973e-13,Downregulated
SLC28A2,9.255149147002234,-1.313070477803611,0.1780160890459392,-7.376133723872325,1.6295234835881853e-13,5.81309822407107e-13,Downregulated
LRG1,2846.9454093199397,-1.398424412762423,0.1897729978144192,-7.368932508142994,1.719997050268154e-13,6.1267367875879e-13,Downregulated
TCIM,4421.406155959931,-1.1980309406004097,0.16277613199774266,-7.359991455117165,1.8392200162267252e-13,6.537545126490421e-13,Downregulated
PCSK6,2415.0796148742143,-1.0764306929225376,0.14638147099221585,-7.353599370372356,1.9293944895773218e-13,6.847922767658367e-13,Downregulated
RAMP3,1647.2446281446694,-1.0811464569680684,0.1470267716053643,-7.353398603282824,1.9322960000946436e-13,6.856771348465203e-13,Downregulated
HOATZ,12.817633285843556,-1.2987246928782357,0.1766587808012867,-7.3515999996575125,1.9584815995151706e-13,6.946754509330379e-13,Downregulated
CYP4F2,7.063461967920545,-2.1020535584068885,0.2860211825449059,-7.349293292558365,1.9925753696534428e-13,7.064700170167265e-13,Downregulated
NPFFR2,30.719767148309554,-1.7710705094679153,0.24241702416724012,-7.30588338649879,2.754509904541689e-13,9.67016149674736e-13,Downregulated
