gene_name,Significance,log2FoldChange,pvalue,padj
AGR3,Downregulated,-4.686032727586068,8.314641788312722e-123,1.0737400487861075e-119
MLPH,Downregulated,-2.966767969363004,8.931074870592922e-117,1.070963463767957e-113
TFF1,Downregulated,-6.003299281239294,5.887267827009451e-110,6.589030151988978e-107
SLC16A6,Downregulated,-3.468297421776708,6.119863126222692e-108,6.42126638518916e-105
DACH1,Downregulated,-3.520850203509809,7.105637944284843e-107,6.62719165603633e-104
ZNF552,Downregulated,-2.289911762236617,7.851026678922105e-107,6.937001888723383e-104
CFAP61,Downregulated,-2.964943103348526,5.3795835957385105e-105,4.515622470262906e-102
SLC30A8,Downregulated,-6.905391426440083,2.8327666701612077e-103,2.2645946123174455e-100
TPSG1,Downregulated,-5.144152663519294,1.916275073891893e-102,1.4622920882044136e-99
PRR15,Downregulated,-2.9943535730949646,2.334109948506933e-102,1.7036972963275821e-99
RAB6C,Downregulated,-3.4422230393314646,1.2124662805168195e-100,8.141953566926547e-98
CLSTN2,Downregulated,-3.7818126208395912,3.0987963130897004e-100,2.0008689424673036e-97
SERPINA6,Downregulated,-7.754308227294088,3.559819530798672e-100,2.21341667714993e-97
DNAJC12,Downregulated,-3.415734062667229,7.284416577359995e-98,4.076359516690654e-95
HPX,Downregulated,-3.8705134455875836,2.1932124577589796e-96,1.1877306690599272e-93
ANKRD30B,Downregulated,-4.9037745085155136,2.2773865860649583e-95,1.1947739377143287e-92
ABAT,Downregulated,-2.769007469999724,3.950234953014212e-95,2.0095922542788663e-92
SCUBE2,Downregulated,-3.9894055165296454,8.529905825021028e-95,4.211766440895677e-92
CYP2A6,Downregulated,-6.412970122133982,1.3084528601150796e-94,6.276087604460559e-92
ANXA9,Downregulated,-2.3133338966945525,3.301316705088027e-94,1.5395140234727166e-91
ERBB4,Downregulated,-3.495775710449934,1.314504369366169e-93,5.964297122410607e-91
TSPAN1,Downregulated,-3.4005560701018944,5.484434518987103e-93,2.4229654395988283e-90
FOXA1,Downregulated,-2.7696791825040794,7.207301040539728e-93,3.102465894066178e-90
TPRG1,Downregulated,-3.8839160380185156,3.8136187108477456e-92,1.6005757729427988e-89
ARSG,Downregulated,-1.9317017108476335,5.52882251734492e-92,2.2638505468582076e-89
SLC39A6,Downregulated,-2.88599713861128,6.49394845714916e-92,2.5957239690147645e-89
RGS22,Downregulated,-3.942639109109555,7.719591050020992e-92,3.0138719662268005e-89
AGR2,Downregulated,-3.780159049903085,1.9877099522127142e-91,7.584016972215238e-89
BCAS1,Downregulated,-3.547392587366976,3.654588482498188e-91,1.3634051432039907e-88
DNALI1,Downregulated,-2.9301132273866606,1.082706782578361e-90,3.9514090143316353e-88
CFAP99,Downregulated,-2.8246653339419825,1.665289418881044e-90,5.824349742536452e-88
SYT9,Downregulated,-4.338434348958727,4.155399269241787e-90,1.4236906720822677e-87
SCGB1D2,Downregulated,-6.028734007012682,8.100237572569917e-90,2.719735767366075e-87
CXXC5,Downregulated,-1.6675379708404712,2.5057350965694367e-89,8.248290353177982e-87
FBP1,Downregulated,-2.1457410597964213,3.259682068850749e-89,1.03251967116729e-86
SLC7A8,Downregulated,-2.2050207513354203,4.620079829161606e-89,1.4363314846660192e-86
TRH,Downregulated,-6.026464273347627,5.168526174339886e-89,1.5776221348148728e-86
INPP5J,Downregulated,-2.5800250054371707,1.2655336095308156e-88,3.793888970857738e-86
AK8,Downregulated,-1.8548659273182133,1.7324192550915894e-88,5.102430606048702e-86
CCDC125,Downregulated,-1.3804295380103702,1.9595579315524666e-88,5.671906647397036e-86
CST9,Downregulated,-7.225660736373414,1.3189764166484305e-87,3.6299960791301393e-85
SLC22A5,Downregulated,-1.4595887768356477,2.238226922340025e-87,6.060540898749087e-85
TMPRSS6,Downregulated,-3.870470756210368,4.962393597109363e-87,1.3223597414011427e-84
THPO,Downregulated,-3.2628500969935654,5.371898668619368e-87,1.4091161695122179e-84
ZMYND10,Downregulated,-2.724868727340302,9.445231224860327e-87,2.4394852585070028e-84
CHAD,Downregulated,-4.175596740090334,3.0964313954471966e-85,7.533752212575006e-83
AGTR1,Downregulated,-4.598287773122263,6.751771078234975e-85,1.6192676123058394e-82
ARMT1,Downregulated,-2.4485179719279686,8.272956778354547e-85,1.9561464562678332e-82
PVALB,Downregulated,-5.547252593109729,1.0074728295615912e-84,2.34909081426111e-82
SRARP,Downregulated,-4.404616531382976,3.4241058382062793e-84,7.768093082676624e-82
LRRC46,Downregulated,-2.339722795380225,3.5015548678227566e-84,7.837880416134459e-82
SUSD3,Downregulated,-3.0709247594497433,4.167146481879947e-84,9.205007254973757e-82
CDC20B,Downregulated,-6.234056707136299,6.042502232870144e-84,1.317422434875636e-81
IL6ST,Downregulated,-2.1780596239793684,2.3587525616811117e-83,5.012498481709177e-81
BMPR1B,Downregulated,-4.622640560698314,4.369494034060357e-83,9.16938323047566e-81
GREB1,Downregulated,-2.982128140000136,4.670244968867996e-83,9.679515128068631e-81
CACNA2D2,Downregulated,-2.5538927888912073,4.754623799063269e-83,9.734222480326117e-81
TTC6,Downregulated,-3.014797384287684,7.641951950069524e-83,1.5456998715393636e-80
CGA,Downregulated,-7.169156855966526,4.0808887255204037e-82,8.15594761000435e-80
KCNK15,Downregulated,-3.0094898558296106,7.15475986441305e-82,1.413107160044309e-79
PRRT1B,Downregulated,-3.488647033790052,1.5145211132013937e-81,2.9564860986540694e-79
NEK5,Downregulated,-2.198123290858185,1.817308315141221e-81,3.466928635748957e-79
AFF3,Downregulated,-3.0796087454136485,2.212907436949241e-81,4.174189893427399e-79
UBXN10,Downregulated,-2.5485396817968127,5.9434321072095035e-81,1.0845471545199255e-78
CST5,Downregulated,-7.507336219855521,5.844637903357783e-81,1.0845471545199255e-78
ADAMTS15,Downregulated,-3.031537628765067,1.0480825520156616e-80,1.891958051961175e-78
FAM214A,Downregulated,-1.6779096543706518,1.106695625753906e-80,1.9765112941655929e-78
CYP2A7,Downregulated,-6.498912920717554,4.7073633029322454e-80,8.318654224171214e-78
DYNLRB2,Downregulated,-2.481052915127271,1.1427745287147401e-79,1.998426957089902e-77
POTEI,Downregulated,-4.088082033500776,7.210130537149042e-79,1.2478729016253413e-76
SPEF1,Downregulated,-2.6362954877858304,7.383896822496825e-79,1.2649067332252724e-76
AKR7A3,Downregulated,-3.4694279761013975,1.872878974936231e-78,3.1441892231229443e-76
FAM174A,Downregulated,-1.3127959469602697,2.404067965900129e-78,3.995989407082313e-76
KCNJ11,Downregulated,-2.206291381316226,4.678037100855548e-78,7.69949871070225e-76
CMBL,Downregulated,-1.962548906953042,1.6865619899301094e-77,2.748932299703561e-75
WFS1,Downregulated,-1.344780368866632,1.7581739332915523e-77,2.8380984607787097e-75
RHOB,Downregulated,-1.5574890595579827,5.624161781948612e-77,8.992231237652694e-75
CEACAM5,Downregulated,-4.886139927876147,6.4955612915725444e-77,1.028749839272829e-74
MAPT,Downregulated,-2.93471121309921,8.597324409488e-76,1.3488960952007901e-73
CAPN8,Downregulated,-3.462991554975851,8.986482219661597e-76,1.3968987361451749e-73
TFF3,Downregulated,-4.052112116192908,1.2079501217450398e-75,1.8604648297115346e-73
SMIM14,Downregulated,-1.5183863085470226,1.9138315220972437e-75,2.920854872088048e-73
STARD10,Downregulated,-2.186506787159225,4.266014940244846e-75,6.39445168007415e-73
KRT37,Downregulated,-4.371173879362133,1.2316414482403582e-74,1.7672475754751394e-72
C9orf116,Downregulated,-1.8904213591150938,1.5202281205043244e-74,2.1628465836463221e-72
INPP4B,Downregulated,-2.1097831255914268,2.731252397939966e-74,3.8210221047180127e-72
ZNF703,Downregulated,-2.4055662314892436,4.212927974720674e-74,5.845176433025675e-72
KDM4B,Downregulated,-1.5652625273572005,6.144275487440893e-74,8.386186738468107e-72
P4HTM,Downregulated,-1.4572926476636636,7.323985685277876e-74,9.91573158745524e-72
LMX1B,Downregulated,-2.045811722928389,1.0544402116526236e-73,1.4161553818579397e-71
TTC8,Downregulated,-1.089364946893146,1.1874202833975156e-73,1.5820961680696422e-71
MAGED2,Downregulated,-1.6314697664161157,1.2096849589959952e-73,1.5990701646948638e-71
INSYN2A,Downregulated,-4.046229707793237,2.837393958099219e-73,3.7214195131695065e-71
RABEP1,Downregulated,-1.5181833061622099,3.0474765146665306e-73,3.965971761877652e-71
IGFALS,Downregulated,-3.2836907037040937,3.4914496163896977e-73,4.508804319996173e-71
NXNL2,Downregulated,-3.1992669136717637,4.2056564960931686e-73,5.389661164611611e-71
PHGR1,Downregulated,-5.610357945261126,9.548285880153992e-73,1.1962434578807852e-70
C10orf82,Downregulated,-4.5331740242486065,2.38667682961408e-72,2.9461419570265574e-70
SYTL2,Downregulated,-2.1702708661994334,2.8292445304942436e-72,3.466960377951632e-70
IL20,Downregulated,-4.336819605601235,4.688195360451034e-72,5.542635472623378e-70
RAB27B,Downregulated,-1.856908489871169,5.321959345350001e-72,6.247905838443064e-70
UGCG,Downregulated,-1.9185262979967161,5.384084838992741e-72,6.276945574792371e-70
CST4,Downregulated,-5.048743488312271,7.329514595862113e-72,8.486061450712632e-70
CELSR1,Downregulated,-1.8937462611517013,1.4503439378372752e-71,1.667696851261108e-69
GASK1B,Downregulated,-2.03125276067512,1.8791209955941116e-71,2.146032875784622e-69
F7,Downregulated,-3.383191474409708,2.6307178135710928e-71,2.9840872063669936e-69
APBB2,Downregulated,-1.370897833534872,5.283481240451935e-71,5.952958594946784e-69
DEGS2,Downregulated,-2.665270183468582,7.530193617435357e-71,8.427792696633652e-69
SPINK4,Downregulated,-4.977618912456428,7.625508975284017e-71,8.47794997861378e-69
TUBA3D,Downregulated,-3.6655766902626397,1.3077858343922257e-70,1.4444150386695187e-68
NUDT12,Downregulated,-1.5213163116708104,1.6236194008730677e-70,1.7815243465266052e-68
SYTL4,Downregulated,-2.011637413994854,3.5806674959164744e-70,3.903392592301673e-68
MS4A8,Downregulated,-4.925664351201088,4.725299377914747e-70,5.117956513318244e-68
SEZ6L,Downregulated,-4.161975977625619,4.854425617691743e-70,5.224108799346729e-68
GFRA1,Downregulated,-3.454742393690476,6.880726430323063e-70,7.310989576725543e-68
CFAP57,Downregulated,-2.34208146070691,1.0222426046385871e-69,1.0793338897278365e-67
EFCAB12,Downregulated,-2.3451578087325835,1.5289031784266756e-69,1.6042016599641894e-67
DCDC1,Downregulated,-3.080625495267111,2.432328043486371e-69,2.505148662211607e-67
SYBU,Downregulated,-2.198558395866111,5.712675079975977e-69,5.812387226826467e-67
SERPINA11,Downregulated,-4.031007618649844,6.471812155938585e-69,6.545107377945601e-67
SLC7A2,Downregulated,-3.3217116871781354,6.543742462790599e-69,6.578224459001712e-67
SIDT1,Downregulated,-2.0561765259286338,1.170917288172791e-68,1.1495531832657788e-66
RARA,Downregulated,-1.6225090785808327,1.4485921713886052e-68,1.4138933356553434e-66
EVL,Downregulated,-1.8585723288109932,1.605071264068877e-68,1.5575685769473011e-66
PGR,Downregulated,-3.9330357938088047,3.062771247795631e-68,2.904960661468534e-66
PGLYRP2,Downregulated,-4.132005321928264,1.3144288796986826e-67,1.2327727392391891e-65
SYT1,Downregulated,-3.802353430161592,3.0914238777282574e-67,2.851583739522087e-65
PERCC1,Downregulated,-3.4560662920505343,6.224972317268608e-67,5.679610612081815e-65
RSPH1,Downregulated,-2.1085815425108363,8.682394342593902e-67,7.87892087694413e-65
CLEC3A,Downregulated,-7.135964213920017,1.1382611265925104e-66,1.0273724620018854e-64
AC093512.2,Downregulated,-1.7550234202981578,1.1744380460191046e-66,1.05435646612667e-64
SLC4A8,Downregulated,-2.428679143207139,1.7692456208183373e-66,1.579898695866928e-64
TCEAL1,Downregulated,-1.763769576211064,6.970734141820269e-66,6.126946846747574e-64
KCNE4,Downregulated,-3.027624042929572,1.0574085069751898e-65,9.245715632864316e-64
STMND1,Downregulated,-3.287451095156359,1.1624753454527464e-65,1.0111728548943371e-63
SLC44A4,Downregulated,-2.731726916747183,1.5737412827746027e-65,1.354870187447181e-63
ACADSB,Downregulated,-1.9652595144404064,1.6960525282424848e-65,1.4527209104150424e-63
NOVA1,Downregulated,-3.413903796460365,2.132377162949706e-65,1.8171750158172418e-63
MALRD1,Downregulated,-4.542302442959652,2.7512616393136886e-65,2.332736383878697e-63
ERGIC1,Downregulated,-1.1199980003084795,2.8969963426726904e-65,2.44395852265272e-63
SAMD15,Downregulated,-1.829884963812285,3.4644893883911255e-65,2.9080923926155105e-63
CPA6,Downregulated,-4.505849623639601,4.416565095431217e-65,3.670559149608875e-63
BBOF1,Downregulated,-1.4021060804433023,4.5791024653147915e-65,3.786895181660331e-63
PLCD4,Downregulated,-2.6766976022982196,5.413163165314004e-65,4.4547148636907604e-63
VAV3,Downregulated,-1.8862514408850297,7.710436618928571e-65,6.283631551387031e-63
RALGPS2,Downregulated,-1.6792667950215054,1.0886066175873855e-64,8.828757437708709e-63
KCNC2,Downregulated,-7.056175239473605,1.5578149545450334e-64,1.2513204524833503e-62
FAM234B,Downregulated,-2.534520129784991,2.771763727190822e-64,2.2158271167656915e-62
NOSTRIN,Downregulated,-2.010005286195499,3.1242551971768073e-64,2.4740564268964263e-62
ATP8B1,Downregulated,-1.3866974194778556,3.289034448993826e-64,2.592315038953444e-62
CFAP94,Downregulated,-2.0403689378486374,4.570788080966077e-64,3.569041409453884e-62
DNAAF1,Downregulated,-2.306270116103835,1.4783915896755837e-63,1.1281471821578955e-61
PTPRT,Downregulated,-3.476140008097917,2.8488243995674104e-63,2.1446665479792684e-61
PREX1,Downregulated,-1.9061261654353685,2.9976838000932885e-63,2.2466569480342022e-61
LRIG1,Downregulated,-1.3665664011151921,4.957688919240043e-63,3.6827292732832674e-61
CHRD,Downregulated,-2.4763449239050184,5.861043629828891e-63,4.3345903285271994e-61
DNAL1,Downregulated,-1.0070713057113492,6.016124605540786e-63,4.429767538500821e-61
KIF12,Downregulated,-2.6527241475361416,6.911928603296749e-63,5.045106843136775e-61
MAG,Downregulated,-3.4803272276590076,1.11068683551829e-62,8.03715973908666e-61
ATP7B,Downregulated,-1.9268796916322561,2.2280568746364855e-62,1.5984879833930476e-60
RAB30,Downregulated,-2.034803718201762,2.304702418891777e-62,1.6464401790789429e-60
RUNDC1,Downregulated,-1.0802784312384106,2.6745637270251572e-62,1.894539065371238e-60
STK32B,Downregulated,-2.625434030242338,3.2128321231329914e-62,2.2567793172868897e-60
STC2,Downregulated,-3.0134883645839854,7.519386831071855e-62,5.173584677050586e-60
SCGB2A2,Downregulated,-5.076216838837346,1.2890214797954942e-61,8.796785610897056e-60
GSTM3,Downregulated,-2.3915806287290318,1.851127640628027e-61,1.2581672401159238e-59
TP53INP1,Downregulated,-1.4110415881422138,8.435712363411649e-61,5.48909841693623e-59
BAIAP3,Downregulated,-2.5325221095276524,9.142561521880421e-61,5.926074240514614e-59
GPR160,Downregulated,-1.6415826629535886,9.216812739978694e-61,5.951225087644705e-59
CIB3,Downregulated,-2.8075371265388216,1.5175887403231131e-60,9.761409874538093e-59
TUBA3E,Downregulated,-3.946568574175157,1.905643074854403e-60,1.2210662572769357e-58
WWP1,Downregulated,-1.6543335659773086,4.795970552674541e-60,3.0042818521753804e-58
MISP,Downregulated,-2.4256308765662524,5.146551239444368e-60,3.21190714527108e-58
PLEKHD1,Downregulated,-2.8790783899396946,5.252114271614639e-60,3.265647940439502e-58
EXOC6,Downregulated,-1.0506008962626388,5.436667565896023e-60,3.367925280304887e-58
FGF10,Downregulated,-3.846823437512526,5.541446304114964e-60,3.4076850019590484e-58
MCCC2,Downregulated,-1.5045021187829242,5.5249497191493e-60,3.4076850019590484e-58
TRIM3,Downregulated,-1.4028246146801098,7.493526777265663e-60,4.5912893261582464e-58
FYB2,Downregulated,-2.9843661388467844,7.576761911032553e-60,4.625406507724163e-58
PYY,Downregulated,-3.480803139976757,8.350855337899699e-60,5.079498529444209e-58
RETREG1,Downregulated,-2.0182523446073217,9.445557967618792e-60,5.724621919147447e-58
FAM241A,Downregulated,-1.6062178493503907,1.1554815978625023e-59,6.977778800329385e-58
SPEF2,Downregulated,-1.4243464660363356,1.4146206728237094e-59,8.512061596904815e-58
CCDC96,Downregulated,-1.5041274170003098,1.445892051239192e-59,8.669155627215555e-58
ACOX2,Downregulated,-2.6936156085913954,1.9572393625908963e-59,1.1693286270169384e-57
HCAR1,Downregulated,-2.0914476570601046,9.235169749545215e-59,5.420980061376401e-57
WNK4,Downregulated,-3.2054312343593176,1.3398437619518128e-58,7.756309336430012e-57
CACNG1,Downregulated,-3.390835021497372,1.6359070065883338e-58,9.437665576152903e-57
RIMS4,Downregulated,-3.633233156866094,3.1512159269183e-58,1.7933089146137092e-56
DNAAF3,Downregulated,-2.301939181239732,7.037037722234772e-58,3.9379263093625787e-56
MUC19,Downregulated,-4.591645530882347,7.117806535275763e-58,3.9698915652561296e-56
CDYL2,Downregulated,-1.5320645700078173,1.1332605708368489e-57,6.2582823892134935e-56
GP2,Downregulated,-4.233966962846385,1.1876804966890086e-57,6.515814145116354e-56
GALNT10,Downregulated,-1.2795852476395628,1.278549830105339e-57,6.946373640067453e-56
SYNPO2L,Downregulated,-3.9359296370541363,2.434929586006146e-57,1.3186321899958444e-55
PARD6B,Downregulated,-2.1090538660612235,2.8906292307333214e-57,1.5553808822291987e-55
CPEB2,Downregulated,-1.47344220654892,4.5601712178460326e-57,2.4303541081015617e-55
HID1,Downregulated,-1.6283393817189329,6.136696274795237e-57,3.229556647688478e-55
ROBO2,Downregulated,-3.8447310280370846,6.693446171215664e-57,3.5006097919740985e-55
BCAM,Downregulated,-1.7160708466569166,8.300153773718598e-57,4.314024196693121e-55
CACNA1D,Downregulated,-2.1533682442341546,9.656136907828655e-57,5.003309457056403e-55
TSPAN13,Downregulated,-1.495071828233374,1.2722518127185593e-56,6.551706574208336e-55
KCTD6,Downregulated,-1.5936377348079203,1.3601610374420925e-56,6.982991894977935e-55
TAT,Downregulated,-4.804268971413889,1.3941577105678423e-56,7.135707208845407e-55
EFCC1,Downregulated,-2.3248123775144305,1.9316778959598012e-56,9.826972277991862e-55
BCAS4,Downregulated,-1.5637607308185937,2.5959272191778766e-56,1.3126634384204275e-54
APOF,Downregulated,-3.514076482779895,3.142010230741974e-56,1.5792834656795287e-54
TTC39A,Downregulated,-1.777516687095457,4.605248743404758e-56,2.273909291302326e-54
ANKRD42,Downregulated,-1.0916314309882378,1.0761261891990778e-55,5.26705727821403e-54
NXPH1,Downregulated,-5.663631724347077,1.2378368082227476e-55,6.006012814001008e-54
NCAM2,Downregulated,-2.7044503400243323,1.8905706161000025e-55,9.120373420427253e-54
FAM47E,Downregulated,-1.7582754823329227,7.837751590044038e-55,3.6651858967593123e-53
SLC6A4,Downregulated,-4.069331189784585,1.0387810550274008e-54,4.830763532354572e-53
TCEAL3,Downregulated,-1.5409602618642366,1.42704303886215e-54,6.563616037374733e-53
RET,Downregulated,-2.8563134569351325,2.051678924091603e-54,9.385173236416847e-53
REPS2,Downregulated,-2.092124985831723,2.090854918119309e-54,9.538389229724717e-53
TMEM144,Downregulated,-1.316019732403822,3.03396261834225e-54,1.3582443849794584e-52
SYT17,Downregulated,-2.1485951138113015,3.770652924011074e-54,1.6746487113306325e-52
ROPN1L,Downregulated,-2.5530091690284307,3.889609341944526e-54,1.7183884640148603e-52
FBXO36,Downregulated,-1.2771402036488861,4.1126944530547766e-54,1.812176233015317e-52
ADCY9,Downregulated,-1.2360803618616172,4.258513204013643e-54,1.871516221701074e-52
ACOT4,Downregulated,-1.4800563700103482,5.459344503061679e-54,2.3805578056467393e-52
NEK10,Downregulated,-2.9285888500569017,6.112575064294059e-54,2.6584950823670635e-52
MAST4,Downregulated,-1.5835529584276273,6.674393549949158e-54,2.895341574070968e-52
ENPP1,Downregulated,-1.669634349046659,7.057160757453886e-54,3.053495226704532e-52
GALNT6,Downregulated,-1.8884128897201424,8.791983557022358e-54,3.784610768084394e-52
SLC7A13,Downregulated,-3.0106329974215242,1.3628084708139273e-53,5.7774819717232856e-52
ANKRD30A,Downregulated,-3.959604043376697,1.4207921575558183e-53,6.008125627467778e-52
SNTN,Downregulated,-3.745393547315329,1.8722653094245043e-53,7.857897503654644e-52
SYTL5,Downregulated,-3.0466924520474317,2.0934891164712027e-53,8.74266051923347e-52
CBLN2,Downregulated,-4.738201718231405,2.583856971594586e-53,1.0763719811198488e-51
PPP1R3C,Downregulated,-2.362789573208298,2.7158295561246742e-53,1.1257616441536056e-51
PTGER3,Downregulated,-2.2990709204542963,3.0655418628889347e-53,1.2644795281125169e-51
GRPR,Downregulated,-3.57069226035074,3.1592924349439765e-53,1.2999559166137127e-51
APH1B,Downregulated,-1.2146266483887433,4.780735739382813e-53,1.933951604644787e-51
ATP1A4,Downregulated,-3.0179762192623607,7.925744272745245e-53,3.190824816567079e-51
GPR139,Downregulated,-5.7425635260920895,9.21996094982437e-53,3.702983359465347e-51
KIAA0040,Downregulated,-1.3040402468633474,1.365678629653664e-52,5.445846279008482e-51
CARTPT,Downregulated,-9.78257844639276,1.7426714518962355e-52,6.91630457078818e-51
SEMA3F,Downregulated,-1.16313094160073,4.139229230630539e-52,1.612282606121241e-50
C16orf71,Downregulated,-1.5878699455650043,4.284040700320493e-52,1.6609809532789938e-50
NXPH3,Downregulated,-2.218129654483763,8.648652183610935e-52,3.314921754759369e-50
SPATA20,Downregulated,-1.3519697820954293,8.990686409450939e-52,3.4303555327695996e-50
FUT8,Downregulated,-1.3234236221909177,1.3746339222408904e-51,5.221120879316757e-50
CISH,Downregulated,-1.422421187134832,1.5815570110275593e-51,5.993494153754101e-50
LRTOMT,Downregulated,-1.0712375542894168,1.8394684375113564e-51,6.955179308319967e-50
ABCC8,Downregulated,-3.1486627876401205,2.6428366877318988e-51,9.859542736365136e-50
KRT18,Downregulated,-1.5024415733390362,3.0737184956320825e-51,1.1391078610302736e-49
TMC3,Downregulated,-3.451749848455689,3.135879282716399e-51,1.1585340074018711e-49
MYO5C,Downregulated,-1.1665583913761828,3.171826251314973e-51,1.1677328751551704e-49
BHLHE40,Downregulated,-1.200598150817247,4.105141833217136e-51,1.508033284377446e-49
CHGA,Downregulated,-5.6823342111762924,5.311313823597834e-51,1.9383986189252268e-49
HHAT,Downregulated,-1.2220103209167172,5.573405108784283e-51,2.029638285602398e-49
SLC40A1,Downregulated,-2.3362424925547405,7.47309638173248e-51,2.709683413747837e-49
BPIFB2,Downregulated,-4.057065299365154,8.828447785671233e-51,3.1805146228722884e-49
KCTD3,Downregulated,-1.1211368627689762,1.182024333388144e-50,4.222090321046843e-49
RP1,Downregulated,-2.9011691061077385,1.5411543927695133e-50,5.481546598689532e-49
CYP4B1,Downregulated,-3.0569191388259283,1.707229069314636e-50,6.05939991874294e-49
FGD3,Downregulated,-2.0015700354342685,4.611771077541205e-50,1.5930537623407767e-48
KIF16B,Downregulated,-1.26799911969612,4.643842055824703e-50,1.600838201913452e-48
CST9L,Downregulated,-6.463436754457331,5.910591491875208e-50,2.025041019706143e-48
RPH3AL,Downregulated,-1.5147037375410526,1.543838458518705e-49,5.1835920083224035e-48
CACNA1H,Downregulated,-2.637950204794471,1.6037409195251821e-49,5.373972566265221e-48
DEFB132,Downregulated,-3.3878041883044836,1.7073604815588517e-49,5.698442895508947e-48
ELOVL5,Downregulated,-1.5247452365739893,2.0593771800433895e-49,6.859687321144529e-48
MINDY1,Downregulated,-1.1422371220367173,2.0973501541049703e-49,6.972339482596879e-48
CCDC40,Downregulated,-1.4324794853971223,2.20383464725455e-49,7.311852975910945e-48
TMEM26,Downregulated,-2.485428838024918,3.554478232603949e-49,1.167760872190902e-47
SPOPL,Downregulated,-1.0676058551920753,4.223684044276183e-49,1.3849064010802453e-47
TMEM25,Downregulated,-1.27670841576829,4.26722028861603e-49,1.3964540780757488e-47
MAP3K12,Downregulated,-1.1439123926954744,4.283218141907475e-49,1.398962376777095e-47
PLEKHF2,Downregulated,-1.278266653970991,4.658774663683125e-49,1.518670078716744e-47
HEPACAM2,Downregulated,-3.449953874821641,5.570548037293243e-49,1.8018951917163577e-47
FAM81B,Downregulated,-3.2287340017355426,7.467166721258409e-49,2.4015094811587387e-47
MRTFB,Downregulated,-1.1369457921277026,9.398248300604804e-49,3.005291285153399e-47
GALNT7,Downregulated,-1.554553224582564,1.048519754332362e-48,3.3338162188885784e-47
CAPN9,Downregulated,-2.480858399322749,1.0739976916871572e-48,3.4083692340347817e-47
BMERB1,Downregulated,-1.8673323854672508,1.1833759502749107e-48,3.7483991421160757e-47
SLC25A48,Downregulated,-3.3573018629686,1.996105489670293e-48,6.25198114936285e-47
RAB17,Downregulated,-1.3407213276707493,2.0257028161212297e-48,6.332867574868381e-47
CCNG2,Downregulated,-1.1045857151065077,2.542415128951456e-48,7.904086145340193e-47
DNAH5,Downregulated,-2.1334674498758495,2.763556118562249e-48,8.575707970133648e-47
NPNT,Downregulated,-1.9675454452429029,3.312344286481118e-48,1.0259711417240775e-46
SLC27A2,Downregulated,-2.751475534106373,3.4857784293942875e-48,1.077702546458035e-46
SHROOM1,Downregulated,-2.6810804213597756,4.097532481567117e-48,1.2621903724871332e-46
CPLX1,Downregulated,-1.7642939069461399,4.1901936116786375e-48,1.2843106256707044e-46
RASEF,Downregulated,-1.4787637032140157,4.229300010994233e-48,1.2932875880614059e-46
FAM161B,Downregulated,-1.236497727263163,4.466600737578017e-48,1.3608946131117921e-46
MRPS30,Downregulated,-1.9440339857451936,5.055692548781809e-48,1.5320391066597295e-46
ZNF396,Downregulated,-1.1653912602428134,5.426503770197586e-48,1.6384918218359186e-46
MEGF9,Downregulated,-1.3368263443243509,1.2407954062237954e-47,3.6933463261852975e-46
KCNH1,Downregulated,-2.6606751925689256,1.3828836842605887e-47,4.094506400593785e-46
CCDC74A,Downregulated,-2.489744640406925,1.8051752692174545e-47,5.307404977166835e-46
ABLIM3,Downregulated,-1.7768525423151276,2.791651647866104e-47,8.164851544316403e-46
HOXB2,Downregulated,-2.149568871172282,4.1420391834512424e-47,1.2030545642176377e-45
ASCL1,Downregulated,-5.480352350357415,7.896647627005053e-47,2.2622682655658845e-45
CDHR4,Downregulated,-3.804351671468674,1.1697208520893698e-46,3.322719740249804e-45
SH3BGRL,Downregulated,-1.5313481892344576,1.4302119025190566e-46,4.042154447725576e-45
CNTD1,Downregulated,-1.768709802990407,1.850978784815261e-46,5.213797288503122e-45
PCP2,Downregulated,-2.3366262328007696,1.8736021248996495e-46,5.268682156250472e-45
MACIR,Downregulated,-1.291266993519265,2.9269899334957897e-46,8.135481291974721e-45
MS4A14,Downregulated,-2.253126569941848,3.078243675240214e-46,8.541744598335985e-45
FMO5,Downregulated,-2.013377429677337,3.456063794903719e-46,9.542828781059808e-45
SEMA3B,Downregulated,-2.2000404208621576,3.749097973033557e-46,1.0334951850786102e-44
GPD1L,Downregulated,-1.1778582238642157,3.934703136871223e-46,1.0811095951193796e-44
ZBTB42,Downregulated,-1.1300122332098919,4.11892296300496e-46,1.1298771029890076e-44
DNAH7,Downregulated,-1.6897244067265673,4.436818822288815e-46,1.2150948513635339e-44
LFNG,Downregulated,-1.6675153081816594,4.9875973164525795e-46,1.3614924186765186e-44
ACER2,Downregulated,-1.5480928654156052,6.324704015862993e-46,1.7153332959338924e-44
KAT6B,Downregulated,-1.3615892998098238,7.208809557914255e-46,1.9394470329850084e-44
ZNF385A,Downregulated,-1.2762166144321858,7.53467684328974e-46,2.0238744775223706e-44
LRBA,Downregulated,-1.1192928612837478,7.6979302918174e-46,2.064422583690583e-44
SPATA17,Downregulated,-1.5071483202065041,9.684591716730771e-46,2.5848159895147247e-44
IVD,Downregulated,-1.0236664309018033,1.2044528338783127e-45,3.19942312897929e-44
CFAP69,Downregulated,-1.5829738013376047,1.2172403549448829e-45,3.223191021895062e-44
