patient_id,Complement,IL-6/JAK/STAT3 Signaling,Inflammatory Response,Interferon Alpha Response,Interferon Gamma Response,TNF-alpha Signaling via NF-kB
TCGA-E2-A15F,3207.3589830039036,2819.171400857558,2010.1903052444595,5657.022635461621,4175.101229293421,4055.930945457574
TCGA-E2-A15G,2835.383287997247,1875.4254953497075,1091.159609634724,3801.412389042389,2891.6265494839845,2956.3801783799026
TCGA-E2-A15H,2982.752233709236,2022.6019237884047,1364.3321740325791,4291.0128287094285,3427.570608246584,3652.456100250136
TCGA-E2-A15I,3303.0421600152913,2519.8453627019353,1739.913193347198,4396.928893362225,3711.9858536237934,4067.923885471175
TCGA-E2-A15J,2776.9399738354477,2229.4571311020773,1631.9838699359934,4285.212855867327,3262.0984924077948,4250.156383833488
TCGA-E2-A15M,4179.582047406879,3655.9675996562546,3015.3847049010237,6005.450295355982,5233.659098628123,4366.335273043052
TCGA-E2-A15P,3031.998868622004,2103.6558597113635,1296.6480752651569,5122.0975142558145,3810.077229947987,3171.6695535267245
TCGA-E2-A1B0,3759.098422151843,3078.5459928865803,2720.2958193540107,4106.760604528728,3944.1260783884136,4579.27216479601
TCGA-E2-A1B4,2721.792842340703,1877.846459155462,1027.8050020245719,3941.6732802252354,2851.5911917316553,3340.979805695577
TCGA-E2-A1B5,4355.084069845387,3879.759456682219,3045.218425753583,6046.747778651899,5543.535072198418,4951.934346762684
TCGA-E2-A1IE,2568.485207139611,1490.0127164438254,624.2863541968782,3307.7105510314686,2463.9016727915223,3056.706292176008
TCGA-E2-A1IF,3257.0363989942653,2871.042259016369,1737.747378680704,4082.2203799739254,3336.8008578905883,4430.024348112453
TCGA-E2-A1IG,3222.944761405017,2416.818104002563,1830.2325683140552,4869.231670761781,3778.1488640878633,4082.977490281188
TCGA-E2-A1II,4070.183547937211,3876.976087678211,3062.950901988619,6663.238612803796,5925.673462173223,4243.325085145238
TCGA-E2-A1IJ,3733.002956814975,3335.4095671957166,2592.6372219845,4929.253460081965,4350.159692452136,4467.516507852883
TCGA-E2-A1IK,3539.026761362149,2662.055402459402,1780.684828291256,5911.003965368882,4596.98523200134,4112.4359058404625
TCGA-E2-A1IL,2971.884595034873,2370.537193741524,1337.2134095139063,4908.215421602645,3714.509362652825,3415.102688594652
TCGA-E2-A1IN,3085.726655124341,2123.663706161611,1650.0432886912076,3740.639037215522,3188.9474967630485,3529.1010900347737
TCGA-E2-A1IU,3192.299213995313,2314.6207483305116,1641.8385735708907,4623.19388409784,3618.5863942026663,3561.1165669443835
TCGA-E2-A1L6,3288.5905691996268,2792.9298316712247,1812.699565832556,4283.713699828189,3551.4541342518132,4198.065068116157
TCGA-E2-A1L7,3554.197851009403,3151.656980862188,2062.509417212659,5514.023645542662,4603.675678810894,4045.1696642731476
TCGA-E2-A1L9,3845.1428485186043,2894.123013391183,2220.997893028467,5748.541171315155,4602.475546442458,4354.786031819043
TCGA-E2-A1LB,3241.7113534293167,2002.5112546082983,1380.6481179860475,3937.7499545809314,3291.666958895961,3370.123453028962
TCGA-E2-A1LE,3851.965724946718,3238.4092146556723,2292.888182305176,4997.393455288586,4389.112346776412,4406.95741881492
TCGA-E2-A1LG,3075.246274276269,2366.369816008828,1611.2869374842649,5086.395843304648,4328.595829313255,3785.2667902132616
TCGA-E2-A1LH,4250.042318120328,4217.075452170588,2899.112842998189,6339.007102632762,5575.221763439817,4911.262943193078
TCGA-E2-A1LS,2895.0132644521127,1903.127733058187,1227.532205209949,3188.128404109535,2703.960420944466,4053.3430552546706
TCGA-E2-A2P6,3116.055289294838,2125.9922278166578,1264.5950889076303,4456.353102847499,3441.764793192495,3546.78182375918
TCGA-E2-A56Z,2888.178321638663,1866.5468612365275,1059.6530097604027,5234.383600304276,3819.657967197254,3201.1700238017256
TCGA-E2-A570,2985.3201075245615,1954.4899943603923,1414.611435509787,3911.404667041432,3267.973528097329,3994.369430667324
TCGA-E2-A572,2779.1762487874566,1506.3348002056155,1025.895650299508,5590.519112497639,3719.3514070358633,2935.3383236563295
TCGA-E9-A1N4,4026.1722978629095,3330.811856443215,2598.5656020765,4828.977898031302,4232.073701599129,4384.705429727499
TCGA-E9-A1N5,3581.5152086462585,2879.444966814397,2050.2186197561114,5144.930958481849,4323.778669485613,4318.531482442986
TCGA-E9-A1N9,3002.74863083894,2182.0745326586148,1453.009072223209,3821.262491363763,3308.389190175416,3497.1250359209735
TCGA-E9-A1NA,3483.717245414853,2571.573064604536,2134.5506251815223,5526.98212805082,4513.892364585014,4225.591532246868
TCGA-E9-A1NC,4101.2573849995115,3597.2865127042987,2994.9649335120666,6474.56796962505,5551.508959674868,4984.641138038565
TCGA-E9-A1ND,4508.433269165533,4563.4371039381695,3717.9838472142746,7468.874260718996,6406.488226099951,4951.99619877083
TCGA-E9-A1NE,4219.695697775684,3725.224510365826,2970.781255412512,6324.350732367946,5527.243889772446,5120.446022711172
TCGA-E9-A1NG,4169.882303400265,3221.7398796947327,2913.2264390788223,4763.991760814111,4287.291800279854,4663.5466217328285
TCGA-E9-A1NH,3645.203025107463,2371.207400878422,1748.3963925144199,4085.0733548151075,3506.060805020312,4012.42266636766
TCGA-E9-A1NI,3403.981240195675,2292.2775026526015,1557.3388141945416,5634.120239365169,4249.5796939832435,3948.2202180600616
TCGA-E9-A227,3479.7607045555815,2841.8963127715597,2066.804192517937,4553.936336299499,4007.1500779828093,3859.685806875772
TCGA-E9-A22A,3988.81579009865,3404.235292802012,2757.5080168896948,6746.773315280667,5426.417728987819,4143.677616060098
TCGA-E9-A22B,3667.0891081325426,2826.9991335511713,2042.8897332965498,5751.402474466049,4504.2414719849985,4143.212231207506
TCGA-E9-A22D,4149.910215987771,3611.026710617398,2774.1134184397106,7158.806140164352,6225.355190210586,4091.0002068132944
TCGA-E9-A22E,3868.9966747294075,3360.8516659224406,2399.622095199913,5764.671143490748,4853.670648626507,4198.530026587012
TCGA-E9-A22G,2964.365138285626,2345.0393481313367,1579.1859110559562,5508.427918233254,4244.248259822443,3908.973776804887
TCGA-E9-A22H,3398.42155068351,2379.625358924932,1521.2034781055663,6523.158045686556,4804.947676024023,3181.7692985514313
TCGA-E9-A295,3224.4594925332385,2206.0696645954777,1417.7358191120093,4131.75356687868,3489.662515744816,3723.1282120499636
TCGA-E9-A3X8,3462.0199672905746,2727.9572918958565,1869.1186790971024,4969.494686028469,4078.3535794311556,4036.37950302478
TCGA-E9-A54X,2024.769395313464,1127.4356748569771,386.6325947699552,3283.9663214218417,2240.1805999696753,2916.1992020634207
TCGA-E9-A54Y,2470.7077156582527,1712.9593368846017,723.3418773995363,3872.524349346848,2614.3803674201845,2480.8674150819643
TCGA-E9-A5FK,4007.5080814351804,3912.683853320814,2641.374113163545,7061.573901173579,5756.3437470033205,4406.655847517266
TCGA-E9-A5FL,3724.8628947608595,3074.478852528853,2025.403630082019,5547.574997364449,4274.318152805616,4941.429107582628
TCGA-EW-A1IW,3417.5107606285856,2822.7171214225127,2069.332889500247,4001.505771932547,3709.5238548950365,4642.420234865305
TCGA-EW-A1IX,3278.833723044854,2509.760586924276,1965.113646127953,3952.6488052135974,3447.1735808382655,4327.013822821469
TCGA-EW-A1IY,4002.623196988143,3175.106454151497,2799.9511526044025,5624.3542595337185,5117.714400711557,4692.43529498836
TCGA-EW-A1IZ,3922.7365068523595,3611.750842665542,2355.8660142764274,5496.973205343478,5079.939748963232,4414.215052242405
TCGA-EW-A1J1,3178.42955785945,2489.8944756846286,1714.8851518208503,5318.529471294143,4294.570087941449,3706.543416618717
TCGA-EW-A1J3,3313.9744578437385,2433.2025037258772,1976.0905566378242,4562.763343989045,3823.5088563036898,4540.502009613556
TCGA-EW-A1J6,3438.8149862443042,2994.558597182744,2009.3653260545616,6308.826396581575,5055.690492172842,3828.7971294511644
TCGA-EW-A1OV,4038.7780328640292,3887.360095609498,2784.525242234353,5949.095564619878,5418.982219522495,4368.048506269657
TCGA-EW-A1OW,3584.850457613151,2913.269489096214,2036.0720191745459,5568.35053079192,4476.561011932439,4259.809035502853
TCGA-EW-A1OX,2178.538143502996,1298.7817604181218,253.59556412686106,4820.030188904953,3115.2583168358924,2900.6307554909436
TCGA-EW-A1OY,3135.5124525027513,2378.8422774263727,1769.7837261703717,4962.5764173595035,3974.4728409852687,3623.6621403214413
TCGA-EW-A1P3,3281.314523726238,2683.7789474892343,1807.1214317934282,5132.930081886931,4023.8286309092473,4820.950573206581
TCGA-EW-A1P4,4084.971484721109,3726.3767874690875,3077.061196986653,5659.16523467811,5216.911575477607,5158.641757072082
TCGA-EW-A1P6,2898.581641788436,1766.1549830704043,1147.0185688384045,3393.3142659680743,2849.426977318186,2831.95380242594
TCGA-EW-A1P8,3591.736755192822,3320.7652010865295,2499.1500836571267,4831.204732727676,4183.066319433296,4350.392676257887
TCGA-EW-A1PA,3087.8409484634867,2525.479105674416,1817.2374734612058,4370.104401408591,3692.9945934169573,3703.6203698297413
TCGA-EW-A1PB,4350.398664312543,4769.694040631453,3355.110089888891,7683.371553890242,6827.384405948644,4675.101535089032
TCGA-EW-A1PC,3063.170284182437,2121.4654570158273,1364.0345590112393,6165.599749539935,4377.981629625836,3271.5771168379815
TCGA-EW-A1PD,3240.715744023164,2317.808026700606,1651.0586708673636,3426.675260457254,3079.66597116322,3960.0101902719616
TCGA-EW-A1PE,4285.328926060973,3459.6322503238625,2864.250305177573,7518.301968932223,5939.760924431297,4741.31694386114
TCGA-EW-A1PF,3577.0900232979147,2673.745408994986,2036.1652991652318,4707.51170630416,3992.996358577,4271.85587148768
TCGA-EW-A1PG,3540.528102355145,3041.734108724295,2801.768169527437,3952.832115268049,3776.999369828578,5661.625230645344
TCGA-EW-A1PH,3340.0939840118554,2859.1198437846015,1866.1477116627775,6462.782720774705,4810.022214636512,3927.45169326579
TCGA-EW-A2FR,3738.5529548655795,2924.573464722911,2174.507618929403,4435.086041158696,3973.9602331606457,4327.5065751411275
TCGA-EW-A2FS,3427.442188834855,2878.084085942406,1881.3474730598482,5264.862854049534,4362.262197633325,4923.077231991721
TCGA-EW-A2FV,3793.69701074803,2992.1443204248717,2464.482681996249,6827.978750174201,5420.719998254002,4845.37404923919
TCGA-EW-A2FW,2754.1232469279767,1647.7513730613264,933.6172412468586,2842.356799805928,2419.4018947324785,2916.3360288195745
TCGA-EW-A3E8,3642.2628257219712,3450.7279479541303,2416.584237160183,6322.040217960006,5159.048785546323,4628.744859828646
TCGA-EW-A3U0,4341.968864066814,4216.408303254031,3134.1406612876344,5856.302314830069,5470.695229287619,5235.540117056733
TCGA-EW-A423,3003.471351759352,2552.82399505805,1223.1494253953333,4618.847400368961,3504.1217327654485,2802.625263231974
TCGA-EW-A424,2557.7933384529715,1800.3379402555602,1015.3793233339711,3708.02292771246,2804.5586561156197,3630.6658524835293
